30002	126243	0.0112
30002	286056	0.0112
30002	291954	0.0112
30002	308296	0.0112
30002	313354	0.0449
30002	335973	0.0112
30002	350215	0.0112
30002	393745	0.0112
30002	402722	0.0112
30002	438773	0.2022
30002	438775	0.1685
30002	502275	0.0225
30002	503638	0.5506
30002	580127	0.0225
30002	715653	0.3371
30002	729617	0.4270
30002	744843	0.0112
30002	766461	0.0112
30002	802009	1.0000
30002	802014	0.0112
30002	802015	0.3371
30002	870260	0.0899
30002	947749	0.0112
30002	955126	0.0112
30002	962769	0.0674
30002	974740	0.0112
30002	979092	0.0112
30002	982477	0.0112
30002	1013725	0.0112
30002	1024074	0.0112
30002	1024215	0.0225
32686	331766	0.2500
32686	367628	1.0000
32686	378947	0.2500
32686	728296	0.2500
32686	729762	0.2500
32686	757417	0.2500
32686	937505	0.2500
32686	1024097	0.2500
33517	873479	0.4444
33517	1024215	1.0000
35257	261047	0.2000
35257	374765	0.8000
35257	513250	0.2000
35257	740483	1.0000
35257	953713	0.2000
37256	310288	0.0909
37256	354889	1.0000
37256	871029	0.1818
37256	873175	0.1364
37256	955592	0.0455
38024	286517	0.0833
38024	331480	0.0833
38024	438501	1.0000
38024	458848	0.0833
38024	484623	0.1667
38024	577136	0.1667
40310	958896	0.2000
40310	966766	0.2000
40310	966770	0.2000
40310	1016481	0.2000
40310	1024215	1.0000
40310	1043282	0.2000
40310	1046619	0.2000
40741	307372	0.0909
40741	335528	0.3636
40741	349681	1.0000
48046	284191	0.3333
48046	290228	0.3333
48046	290556	0.3333
48046	295299	1.0000
48046	350417	0.3333
48046	390939	0.3333
48046	513314	0.3333
48046	584988	0.3333
48046	752161	0.3333
48046	766446	0.3333
48046	801942	0.3333
48046	855535	0.3333
48046	862257	0.3333
48046	873801	0.3333
48046	883905	1.0000
48046	947689	0.3333
48046	948910	0.3333
48046	958086	0.3333
48046	1005822	0.3333
48046	1015550	0.6667
48046	1024215	0.6667
48804	285583	0.0303
48804	576691	1.0000
48804	758549	0.0227
48804	954333	0.0227
48804	965756	0.0152
49229	287991	0.1000
49229	289636	0.1000
49229	370676	0.1000
49229	375476	0.1000
49229	873479	1.0000
49229	966762	0.1000
49229	1004803	0.1000
49229	1004806	0.1000
49229	1004862	0.2000
49229	1013644	0.1000
49229	1015473	0.1000
49229	1016482	0.2000
49229	1019752	0.1000
49229	1024215	0.4000
49229	1027388	0.1000
49540	295456	0.2308
49540	309161	0.0385
49540	317656	0.1538
49540	433975	1.0000
49540	475089	0.0385
49540	476616	0.2692
49540	578546	0.1154
49540	579408	0.1923
49540	731192	0.5000
49540	745078	0.0385
49540	757417	0.1154
49540	758545	0.0385
49540	934258	0.0769
49540	949973	0.2692
49540	968764	0.1538
49540	1016324	0.0385
51018	52890	0.5000
51018	310244	0.5000
51018	478129	0.5000
51018	513687	0.5000
51018	740183	0.5000
51018	744841	0.5000
51018	744843	0.5000
51018	766461	1.0000
51018	785409	0.5000
51344	3379	0.2500
51344	370936	0.2500
51344	382967	0.5000
51344	388718	0.2500
51344	390816	1.0000
51344	479674	0.2500
51344	855764	0.5000
51344	865475	0.2500
51344	873801	0.2500
51344	942776	0.2500
51344	945245	0.5000
51344	947689	0.2500
51344	952249	0.2500
51344	953664	0.2500
51344	966769	0.5000
51344	974748	0.2500
51358	421345	0.1111
51358	581655	0.2222
51358	846084	0.1111
51358	965753	1.0000
70901	527687	1.0000
70901	635594	1.0000
70901	754258	1.0000
70901	754260	1.0000
70901	754262	1.0000
70901	754266	1.0000
70901	754267	1.0000
70901	754270	1.0000
70901	754272	1.0000
70901	754275	1.0000
70901	754276	1.0000
70901	754277	1.0000
70901	754278	1.0000
70901	754279	1.0000
70901	754338	1.0000
70901	790378	1.0000
70901	827364	1.0000
70901	902890	1.0000
72982	286774	0.1818
72982	350417	0.0455
72982	368896	0.7727
72982	442214	0.2727
72982	442217	1.0000
72982	513602	0.0455
72982	728296	0.0455
72982	728299	0.0455
72982	798078	0.2727
76877	16810	0.2000
76877	20501	1.0000
76877	305915	0.2000
76877	350428	0.2000
76877	375597	0.2000
76877	814600	0.2000
76877	863073	0.2000
77023	271302	0.3000
77023	302446	0.1000
77023	331492	0.2000
77023	331494	0.1000
77023	774994	1.0000
78710	27073	1.0000
78710	390939	0.7500
78710	421285	0.2500
78710	480277	0.7500
78710	728200	0.2500
78710	728296	0.5000
78710	742472	0.2500
78710	846003	1.0000
78710	969092	0.5000
78710	1038686	0.2500
79362	15615	1.0000
79362	750367	0.5000
79362	762147	0.5000
79362	803787	0.5000
79362	805014	0.5000
79362	999712	1.0000
79362	1013641	0.5000
79362	1024215	0.5000
79362	1028429	0.5000
81818	284191	0.2222
81818	285643	0.1111
81818	312237	0.1111
81818	354641	0.1111
81818	446236	0.1111
81818	483848	0.1111
81818	576528	0.1111
81818	579356	0.1111
81818	735231	0.1111
81818	873801	0.1111
81818	928352	0.1111
81818	947689	1.0000
81818	954736	0.1111
81818	966763	0.1111
93625	947689	0.8333
93625	947692	0.8333
93625	947698	1.0000
93625	947734	0.8333
93625	947737	0.8333
93625	947749	0.8333
102910	33781	0.2500
102910	284416	0.5000
102910	294557	0.2500
102910	331811	0.2500
102910	513586	0.2500
102910	513757	0.2500
102910	683785	0.5000
102910	683837	0.2500
102910	683897	0.2500
102910	683908	0.2500
102910	727801	0.7500
102910	752356	0.5000
102910	863775	0.2500
102910	947736	0.2500
102910	974740	1.0000
103185	342600	0.2000
103185	369045	1.0000
103185	734393	0.2000
103185	802009	0.2000
103185	802021	0.2000
103185	802022	0.2000
103185	948373	0.8000
103222	24943	0.0141
103222	293708	1.0000
103222	295751	0.0141
103222	301690	0.0704
103222	388904	0.0141
103222	393007	0.0704
103222	484965	0.0141
103222	491141	0.0563
103222	558579	0.0704
103222	733542	0.0141
103222	733574	0.0141
103222	733577	0.0141
103222	736992	0.0704
103222	799590	0.0141
103222	802023	0.0282
103222	947689	0.0282
103222	954648	0.0141
103222	957832	0.0141
103222	962764	0.0563
103222	965749	0.0141
103222	974745	0.0141
103222	999721	0.0282
103222	1013633	0.0704
103222	1015649	0.0141
103222	1016482	0.0282
103222	1024215	0.0141
103246	55729	1.0000
103246	55731	1.0000
103246	55735	1.0000
103246	381530	1.0000
103246	381532	1.0000
103246	436141	1.0000
103246	472947	1.0000
103246	576841	1.0000
103246	576842	1.0000
103246	576843	1.0000
103246	576844	1.0000
103246	576845	1.0000
103246	576862	1.0000
103246	576863	1.0000
103246	576864	1.0000
103778	56090	0.0833
103778	303048	0.2500
103778	513806	0.1667
103778	581039	1.0000
103778	581045	0.0833
103778	581046	0.1667
103778	581050	0.0833
103778	791966	0.0833
103778	804977	0.1667
103778	871857	0.1667
103778	947692	0.0833
103778	947698	0.0833
103778	947734	0.0833
103778	948506	0.1667
104033	947689	1.0000
104033	947692	1.0000
104033	947698	1.0000
104033	947734	1.0000
104033	947737	1.0000
104033	947749	1.0000
104033	1024215	1.0000
104049	312623	0.2000
104049	484855	1.0000
104049	727005	0.8000
104049	1013644	0.4000
104304	45264	0.5000
104304	117337	0.5000
104304	298125	0.5000
104304	316596	0.5000
104304	365784	0.5000
104304	377510	0.5000
104304	379035	0.5000
104304	506829	0.5000
104304	559975	0.5000
104304	770026	0.5000
104304	802423	0.5000
104304	803519	0.5000
104304	872033	0.5000
104304	873479	1.0000
104304	873801	1.0000
104304	875838	0.5000
104304	883905	0.5000
104304	1004948	0.5000
104304	1024215	0.5000
104526	346137	0.7143
104526	367845	0.1429
104526	381423	0.4286
104526	384380	0.5714
104526	390939	1.0000
104526	492089	0.7143
104526	740151	0.7143
104526	748274	0.7143
104526	971109	0.1429
120661	21044	0.0625
120661	21049	0.0313
120661	21059	0.0625
120661	286070	0.0938
120661	288879	0.0938
120661	295344	0.0938
120661	296543	0.0625
120661	303048	0.0938
120661	315982	0.0313
120661	332622	0.0625
120661	382754	0.1250
120661	383851	0.0938
120661	388748	0.0313
120661	478136	0.1250
120661	478696	0.0938
120661	578548	0.0625
120661	580216	0.0938
120661	728769	0.0938
120661	729082	0.0313
120661	748615	0.0313
120661	766356	0.1563
120661	788458	0.0938
120661	799252	0.1563
120661	862257	0.0313
120661	863399	0.0625
120661	871029	1.0000
120661	871856	0.0313
120661	871857	0.0313
120661	947689	0.2500
120661	947692	0.2813
120661	947698	0.3438
120661	947734	0.3438
120661	947736	0.0313
120661	947737	0.3438
120661	947749	0.3438
120661	947754	0.0625
120661	957257	0.0938
120661	962769	0.0625
120661	969092	0.0938
120661	999682	0.0625
120661	1013644	0.0625
120661	1019752	0.1250
120661	1020688	0.0313
120661	1024074	0.0313
120661	1024215	0.0625
120661	1031547	0.0313
210807	308888	0.0476
210807	316823	0.6667
210807	316830	0.5714
210807	336413	0.1905
210807	366984	0.1905
210807	367849	0.0952
210807	375601	0.5714
210807	390939	1.0000
210807	401684	0.0476
210807	470602	0.7143
210807	583377	0.0476
210807	583421	0.0476
210807	655000	0.0476
210807	674099	0.0952
210807	727109	0.3810
210807	745190	0.0476
210807	751841	0.1429
210807	751851	0.0952
210807	751864	0.1429
210807	757946	0.0476
210807	758358	0.0476
210807	766056	0.1905
210807	846003	0.0952
210807	862257	0.2381
210807	873801	0.0952
210807	942170	0.0476
210807	947692	0.1429
210807	947698	0.0952
